koVMxanu koVllu(V14)+Mxa_llu_PAST+anu_a_3SM   
koVMxavaroVMxigeV  koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVMxigeV_ru_3P
koVMxavaroVMxigeVyA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVMxigeVyA_ru_INTR
koVMxavaroVMxigeVyU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVMxigeVyU_ru_INCL
koVMxavaroVMxigeVyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVMxigeVyo_ru_DUB
koVMxavaroVMxigeVyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVMxigeVyo_ru_INDF
koVMxavaroVMxigeVyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVMxigeVyo_ru_PRES
koVMxavaroVMxigeVye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVMxigeVye_ru_IMPH
koVMxavaroVMxigeVye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVMxigeVye_ru_DECL
koVMxavaroVMxigeVye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVMxigeVye_ru_RIS
koVMxaMweVyA koVllu(V4)+Mxa_llu_SIM+MxaMweVyA_Mxa_INTR
koVMxaMweVyU koVllu(V4)+Mxa_llu_SIM+MxaMweVyU_Mxa_INCL
koVMxaMweVyo koVllu(V4)+Mxa_llu_SIM+MxaMweVyo_Mxa_DUB
koVMxaMweVyo koVllu(V4)+Mxa_llu_SIM+MxaMweVyo_Mxa_INDF
koVMxaMweVyo koVllu(V4)+Mxa_llu_SIM+MxaMweVyo_Mxa_PRES
koVMxaMweVye koVllu(V4)+Mxa_llu_SIM+MxaMweVye_Mxa_IMPH
koVMxaMweVye koVllu(V4)+Mxa_llu_SIM+MxaMweVye_Mxa_DECL
koVMxaMweVye koVllu(V4)+Mxa_llu_SIM+MxaMweVye_Mxa_RIS







