koVyxanu koVyyu(V13)+xa_yu_PAST+anu_a_3SM   
koVyxavaroVMxigeVye koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVMxigeVye_ru_RIS
koVyxaMweVyA koVyyu(V4)+xa_yu_SIM+xaMweVyA_xa_INTR
koVyxaMweVyU koVyyu(V4)+xa_yu_SIM+xaMweVyU_xa_INCL
koVyxaMweVyo koVyyu(V4)+xa_yu_SIM+xaMweVyo_xa_DUB
koVyxaMweVyo koVyyu(V4)+xa_yu_SIM+xaMweVyo_xa_INDF
koVyxaMweVyo koVyyu(V4)+xa_yu_SIM+xaMweVyo_xa_PRES
koVyxaMweVye koVyyu(V4)+xa_yu_SIM+xaMweVye_xa_IMPH
koVyxaMweVye koVyyu(V4)+xa_yu_SIM+xaMweVye_xa_DECL
koVyxaMweVye koVyyu(V4)+xa_yu_SIM+xaMweVye_xa_RIS







